金线草	一串红
海蜇皮	瘤皮
柚树寄生	瘦果槲寄生
断血流	瘦风轮
丁香	瘦香娇
羽叶三七	瘩七
犁头草	瘩背草
碧桃干	瘪桃干
仙人杖	瘪竹
莳萝子	瘪谷茴香
牛白藤	瘫痧藤
蝇子草	瘰疠根
九头草	癞头参
四照花果	癞头果
蛇床子	癞头花子
荔枝草	癞客蚂草
蟾蜍	癞巴子
蟾蜍	癞格宝
碎兰花根	癞疙宝草根
土常山	癞疠树
小报春	癞痢头花
谷精草	癞痢头草
黎辣根	癞痢柴
蜘蛛	癞癞蛛
苦瓜	癞葡萄
通光散	癞藤子
蟾蜍	癞虾嘛
蟾蜍	癞虾蟆
蟾酥	癞蛤蚂浆
蟾蜍	癞蛤蛇
蟾蜍	癞蛤蟆
蟾蜍肝	癞蛤蟆肝
小芸木	癞蛤蟆跌打
黄花夹竹桃	癣疮叶
白鹤灵芝	癣草
野巅茄	癫茄
草金杉	登亚严
东廧子	登相子
东廧子	登粟
水银	白
白鹇	白䳑
江南玄胡	白七
豌豆七根	白三七根
三消草	白三叶
牵牛子	白丑
冬瓜皮	白东瓜皮
鹿茸草	白丝草
白浆藤	白丝藤
大飞扬草	白乳草
花蕊石	白云石
白云花根	白云花
东风菜	白云草
山兵豆	白仔
白背三七	白仔菜药
白毛蛇	白伸筋
白首乌	白何乌
鸡盹草	白侧耳草
尾花细辛	白倒插花
白僵蚕	白僵虫
绣球防风	白元参
百两金	白八爪
冬瓜	白冬瓜
地蚕	白冬虫草
刀豆	白凤豆
硬枝黑琐梅	白刺泡
三分丹	白前草
胖血藤	白前蓼
勒鱼	白力鱼
王孙	白功草
白簕枝叶	白勒远
木蝴蝶	白千层
甘土	白单
螃蟹七	白南星
黄精	白及黄精
胡颓子	白叶丹
宜梧	白叶刺
宜梧	白叶刺根
白矾	白君
白垩	白善土
通肠香	白四棱风
白垩	白土
白垩	白土子
白土茯苓	白土苓
慈姑	白地栗
珠子参	白地瓜
鹿茸草	白地蜈蚣
地白草	白地黄瓜
乌口树	白埔达养
倒扣草	白基牛膝
甘土	白增
白毛夏枯草	白夏枯草
小大黄	白大黄
大木通	白头公公
山佩兰	白头婆
鹿茸草	白头毛
白头翁茎叶	白头翁草
鼠曲草	白头草
蚯疽草	白头菜
白乳菇	白奶浆菌
大丁草	白小米菜
黑鳗藤	白山消
木防己	白山番薯
冷水花	白山羊
鹿茸草	白山艾
九子不离母	白山药
鳍蓟	白山蓟
柳叶菜根	白带丹根
带鱼	白带鱼
土常山	白常山
红花子	白平子
百部	白并
滇一匹绸	白底丝绸
魔芋	白弱
疬子草	白当归
白薇	白微
锦鸡儿根	白心皮
竹吐椒	白总管
白垩	白恶
鮠鱼	白戟鱼
白鱼	白扁鱼
白侧耳	白折耳
百部还魂	白折耳根
天青地白	白招曲
萆薢	白拨葵
蝇子草	白接骨丹
铜骨七	白接骨连
树舌	白斑腐菌
一年蓬	白旋覆花
墨旱莲	白早莲
白花映山红	白映山红
白兰花	白木兰
银耳	白木耳
茉莉花	白末利
鼻血雷	白朱砂莲
鹿茸草	白杉笠
毛白杨	白杨
白杨树皮	白杨皮
白松塔	白松果
松香	白松香
紫荆皮	白林皮
华山矾	白柴头
柿饼	白柿
白栎蔀	白栎蒲
木竹子	白树子
白鼓	白根
银柴胡	白根子
田葱	白根子草
望江青	白根草
竹叶参	白根药
桂花根	白桂花树根
白背叶	白桃叶
丝棉木	白桃树
泡桐叶	白桐叶
泡桐树皮	白桐皮
桑白皮	白桑皮
桦木皮	白桦皮
梅花	白梅花
梗通草	白梗通
山海棠	白棉胡
棠梨	白棠
橄榄	白榄
橄榄根	白榄根
槟榔	白槟榔
木槿皮	白槿皮
木槿花	白槿花
臭樟	白樟
丝棉木	白樟树
蕤仁	白樱仁
商陆	白母鸡
铁破锣	白毛三七
白毛夏枯草	白毛串
红头草	白毛倒提壶
地核桃	白毛叶地丁草
土丁桂	白毛将
白毛蛇	白毛岩蚕
大乌金草	白毛细辛
胜红蓟	白毛苦
毛风藤	白毛英
土丁桂	白毛莲
锦香草	白毛虎舌毡
白毛蛇	白毛骨碎补
鹿茸草	白毛鹿茸草
寒水石	白水石
白鼓	白水罐
荭草	白水荭苗
三白草	白水鸡
斑鸠木	白沉沙
沙参	白沙参
蓝花茶	白沙蒿
蜂蜜	白沙蜜
白脂麻	白油麻
白桄子	白泡
白草莓	白泡儿
白饭树	白泡果
白鱼尾	白波越子
甘遂	白泽
浮石	白浮石
白贝	白海则
白垩	白涂
水杨梅	白消木
檵花	白清明花
狗舌草	白火丹草
白饭树	白火炭
鬼灯笼	白灯笼
石灰	白灰
粉霜	白灵砂
白马骨	白点秤
粉背蕨	白烤
大金香炉	白爆牙郎
倒扣草	白牛七
大脚菇	白牛头
大脚菇	白牛肝
铁箍散	白牛舌头
三角叶风毛菊	白牛蒡根
牵牛子	白牵牛
狗牙花	白狗牙
黄根	白狗骨
蓝花葱	白狼葱
猪屎豆	白猪屎豆
苍耳	白猪母络
玉	白玉
木槿花	白玉花
过塘蛇	白玉钗草
萝藦	白环藤
越王余筭	白珊瑚
鹅不食草	白球子草
冬瓜皮	白瓜皮
蚤休	白甘遂
蔓胡颓子	白甜蒲
白花甜蜜蜜	白甜蜜蜜
墨旱莲	白田乌草
石首鱼鲞	白番
番杏	白番杏
牙疳药	白痧药
救必应	白皮冬青
海蜇皮	白皮子
醉鱼草	白皮消
海蜇皮	白皮纸
杜仲藤	白皮胶藤
饭豆	白目豆
细叶马料梢	白盲荚
毛大丁草	白眉
鲻鱼	白眼
秀丽野海棠	白矮茶
青羊参	白石参
枳椇子	白石枣
樟柳头	白石笋
黑石耳	白石耳
墙草根	白石薯
砒霜	白砒
硒砂	白硒砂
硫黄	白硫黄
桃金娘	白碾子
礜石	白礜石
禹余粮	白禹粮
人中白	白秋霜
乌口树	白秋风吹
泽漆	白种乳草
白扁豆	白稿豆
鹿药	白窝儿七
白石脂	白符
三加皮	白第根
八角枫根	白筋条
抽筋草	白筋骨草
鸡眼草	白篇蓄
雀榕叶	白米叶
白薯莨	白米茹粮
铅粉	白粉
紫茉莉子	白粉果
紫茉莉根	白粉根
小蕨其	白粉蕨
紫茉莉根	白粉角
粉霜	白粉霜
小二仙草	白粘草
粟米	白粱粟
白砂糖	白糖
鸡根	白糯消
白桄子	白糯米泡
黄花稔	白索子
三角叶风毛菊	白紫菀
大叶白纸扇	白纸扇
白花猪母菜	白线草
鹿茸草	白细芒
铁破锣	白细辛
白及	白给
白兰花	白缅花
小叶双眼龙	白羊木
夹竹桃	白羊桃
白独活	白羌活
小巢菜	白翘摇
白鹇	白翰
消毒药	白老碗
银耳	白耳
银耳	白耳子
白侧耳	白耳菜
鳍蓟	白背
大叶紫珠	白背木
鳍蓟	白背火秆
白叶火草	白背艾
通经草	白背连
酸藤木	白背酸藤
拔毒散	白背黄花稔
倒赤伞	白胡子狼毒
苍耳	白胡荽
白脂麻	白胡麻
杜仲藤	白胶藤
枫香脂	白胶香
白桄子	白脖
蜈蚣兰	白脚蜈蚣
鲢鱼	白脚鲢
半边莲	白腊滑草
铅粉	白膏
白鹤藤根	白膏药根
白花映山红	白艳山红
千年艾	白艾
白蒿	白艾蒿
白芍	白芍药
千年艾	白芙蓉
芜荑	白芜黄
青羊参	白芪
土一枝蒿	白花一支蒿
毛大丁草	白花一支香
倒触伞	白花三月泡
白花丹	白花九股牛
白花蛇舌草	白花十字草
山白菊	白花千里光
紫茉莉根	白花参
茅膏菜	白花叶
猫脚印	白花地丁
蝇子草	白花壶瓶
大叶苣荬菜	白花大蓟
广东土牛膝	白花姜
白花丹	白花岩陀
土常山	白花常山
墨旱莲	白花彭填菊
倒触伞	白花暗洞
滇丁香	白花木
厚皮香	白花果
米念芭	白花柴
斑鸠木	白花毛桃
广东土牛膝	白花泽兰
三白草	白花照水莲
肝风草	白花独蒜
喉咙草	白花珍珠草
百味参	白花痢疾草
白花丹	白花皂药
夏至草	白花益母
蝇子草	白花瞿麦
滇地黄连	白花矮陀陀
蝇子草	白花石竹
菜子七	白花石芥菜
马扫帚	白花羊牯枣
胜红蓟	白花臭草
节节花	白花节节草
小巢菜	白花苕菜
白茅根	白花茅根
牛至	白花茵陈
白檀	白花茶
錾菜	白花荒蔚
水亚木	白花莲
二色补血草	白花菜棵
牡蒿	白花蒿
珍珠菜	白花蓼草
消毒药	白花蚶壳草
白鱼尾	白花醉鱼草
白花丹	白花铁罗汉
穿根藤	白花风不动
鹅脚板	白花香
高山龙胆	白花龙胆
金沸草	白芷胡
水虾子草	白芽江
大种半边莲	白苋菜
山药	白苕
莴苣子	白苣子
败酱	白苦爹
水鳖	白苹
茄子	白茄
鹿茸草	白茅草
白茅根	白茅营
白簕枝叶	白茨叶
山甘草	白茶
白毛藤	白草
鬼目	白草子
路边姜	白草果
白土茯苓	白草芸
白药子	白药根
小无心菜	白莲子草
白荷花露	白莲花露
三白草根	白莲藕
女菀	白菀
无莿根	白菇茶
瑞连草	白菊花
白狼毒	白菌茹
菘菜	白菜
地白草	白菜仔
北风草	白菜匙
玉簪花	白萼
蝇子草	白葫芦
杨梅	白蒂梅
刺蒺藜	白蒺藜子
粉背蕨	白蓝地草
唐松草	白蓬草
白草莓	白蔗
白豆蔻	白蔻
白豆蔻壳	白蔻衣
凤冠草	白蕨
番薯	白薯
藜	白藜
牛白藤	白藤草
白乳菇	白蘑菇
滇鸡骨常山	白虎木
地蚕	白虫草
蛤蜊	白蚬子
蛤蜊	白蚶子
壁钱幕	白蛛窠
垂盆草	白蜈蚣
蜂蜜	白蜜
女贞子	白蜡树子
山甘草	白蝴蝶
白螺蛳壳	白螺壳
山海螺	白蟒肉
栀子花	白蟾花
白背三七	白血皮菜
网络鸡血藤	白血藤
醉鱼草	白袍花
蘘荷	白襄荷
白贝	白贝齿
车前草	白贯草
扁竹兰	白跌打
铜锤玉带草	白路桥
鹿茸草	白路箕
水金凤	白辣草
南方露珠草	白辣蓼草
乌口树	白过冬青
通草	白通草
古钩藤	白都宗
都拉	白都拉
白桄子	白酒泡
酥	白酥油
地蜂子	白里金梅
万年青	白重楼
红紫珠	白金子风
八角枫根	白金条
救必应	白银树
救必应	白银香
锡	白锡
锡	白镰
小南木香	白防己
粉霜	白雪
白花丹	白雪花
雷丸	白雷丸
白梅	白霜梅
白砂糖	白霜糖
扁青	白青
青木香	白青木香
蔓胡颓子	白面将军
白背叶	白面戟
一匹绸	白面水鸡
白牛胆根	白面风根
羊角藤	白面麻
一箭球	白顶草
苍耳七	白须草
北风草	白风轮菜
小叶枇杷	白香柴
狗爪樟皮	白香樟
千年艾	白香菊
鸡肝散	白香薷
大叶千斤拔	白马屎
圆叶锦葵根	白马棵
多裂委陵菜	白马肉
白马阴茎	白马茎
白薇	白马薇
尾花细辛	白马蹄香
古钩藤	白马连鞍
金线草	白马鞭
小返魂	白骨珠仔草
大叶紫珠	白骨风
鮠鱼	白（鱼冀）
鲢鱼	白鲇
鲢鱼	白鲢
鱼鳔	白鳔
鳗鲡鱼	白鳗
鳗鲡鱼	白鳝
勒鱼	白鳞鱼
白及	白鸟儿头
白及	白鸡儿
白鱼尾	白鸡公尾
藤檀	白鸡刺藤
梁王茶	白鸡骨头树
白鹅膏	白鹅脂
白鹇	白鹑
玉簪花	白鹤仙
菜豆树	白鹤参
白背叶	白鹤叶
白鹤灵芝	白鹤灵芝草
玉簪花	白鹤花
苘麻子	白麻子
三白草	白黄脚
圆叶锦葵根	白黄芪
野马追	白鼓钉
礜石	白龙
山莴苣	白龙头
玄明粉	白龙粉
吊竹梅	百书草
百蕊草	百乳草
水稻清	百了草
锯齿王	百二齿
牛膝	百倍
地柏枝	百叶卷柏
蜈蚣草	百叶尖
地柏枝	百叶草
百合	百合蒜
贯众	百头
百部	百奶
枫香寄生	百子痰梗
千日红	百日白
黄芪	百本
算盘子	百梗桔
蕲蛇	百步蛇
吊竹梅	百毒散
大田基黄	百煎草
芋头	百眼芋头
防风	百种
露蜂房	百穿
蜈蚣	百脚
蜈蚣萍	百脚水草
翠云草	百脚草
山蛩虫	百脚陆
丽春花	百般娇
驳骨丹	百节芒
萹蓄	百节草
广玉兰	百花果
萝芙木	百花矮陀
千里光	百花草
羊胲子	百草丹
鹿耳翎	百草王
算盘子	百荚橘
算盘子	百荚结
黄芪	百药绵
千金子	百药解
五倍子	百虫仓
蚱蜢	百蜷
广防己	百解头
马陆	百足
扭曲草	百足草
蜈蚣	百足虫
鹅脚板	百路通
马尾伸筋	百部伸筋
百部	百部根
地腊香	百里香
小飞羊草	百里香叶大戟
丁香	百里馨
防风	百韭
楤木	百鸟不栖
鹰不扑	百鸟不落
皂荚子	皂儿
皂角刺	皂刺
鳙鱼	皂包头
皂荚子	皂子
大风药	皂布叶
橡实	皂斗
绿矾	皂矾
皂角刺	皂荚刺
绿矾	皂荚矾
皂荚	皂角
皂荚子	皂角子
皂荚子	皂角核
皂角刺	皂角针
皂角刺	皂针
鳙鱼	皂鲢
莲子	的
鸡屎藤	皆治藤
莺	皇
蜂乳	皇浆
蚱蜢	皇螽
鰕虎鱼	皖
白蒿	皤蒿
鰕虎鱼	皮匠刀子
光叶海桐根	皮子药
横经席	皮子黄
酸浆	皮弁草
铁苋	皮撮珍珠
朴消	皮消
烟胶	皮烟
南蛇藤果	皮猢子
构皮麻	皮藤
变蛋	皮蛋
肾炎草	皱叶子
水茴香	皱叶石龙尾
野菠菜	皱叶羊蹄
芥菜	皱叶芥
荔枝草	皱皮葱
天名精	皱面地菘草
豨莶	皱面地葱花
山藿香	皱面风
白及	皲口药
芒硝	盆消
硼砂	盆砂
阿胶	盆覆胶
一枝黄花	益子草
龙眼肉	益智
益智仁	益智子
益母草	益母
茺蔚子	益母子
益母草	益母艾
茺蔚子	益母草子
益母草	益母蒿
薏苡仁	益米
食盐	盐
礜石	盐仓石膏
卤碱	盐卤
湖广草	盐咳药
寒水石	盐枕
寒水石	盐根
白梅	盐梅
盐肤子	盐梅子
盐肤子	盐械子
苦石莲	盐棒头果
朴消	盐消
寒水石	盐精
寒水石	盐精石
绿盐	盐绿
蝙蝠	盐老鼠
盐肤子	盐肤木子
碱蓬	盐蒿子
碱蓬	盐蓬
五倍子	盐麸叶上球子
盐肤子	盐麸子
盐肤木根	盐麸子根
盒子草	盒儿藤
䗪虫	盖子虫
跌打草	盗偷草
旋覆花	盗庚
百味参	盗汗草
珠儿参	盘七
天胡荽	盘上芫茜
苦荬菜	盘儿草
木防己	盘古风
菟丝	盘死豆
面根藤	盘肠参
罗锅底	盘莲
蕲蛇	盘蛇
香茶菜根	盘龙七根
盘龙参	盘龙棍
盘龙参	盘龙箭
盘龙参	盘龙花
东风菜	盘龙草
倒生莲	盘龙莲
旋覆花	盛椹
白花蛇舌草	目目生珠草
羊角草	目目箭
长石	直石
瓜子金	直立地丁
千层塔	直立石松
透茎冷水花	直苎麻
元宝草	相思
相思藤	相思子藤
榈木	相思树
烟草	相思草
芫青	相思虫
相思子	相思豆
老鼠刺	相枕刺
黄花夹竹桃	相等子
盾果草	盾形草
石莽草	省丁草
石莽草	省订草
散血莲	眉凤草
千金子	看园老
款冬花	看灯花
桃南瓜	看瓜
糠谷老	看谷老
铅丹	真丹
北沙参	真北沙参
重唇鱼	真口鱼
牛膝	真夕
朱砂	真朱
檀香	真檀
石决明	真海决
珍珠	真珠
珠兰	真珠兰
百两金	真珠凉伞
珍珠	真珠子
珍珠母	真珠母
荷苞花	真珠花
叶下珠	真珠草
红芪	真盘子
绿豆粉	真粉
菊花	真菊
血叶兰	真金草
艾纳香	真金草土冰片
土马鬃	眼丹药
千里光	眼明草
甘木通	眼蛇药
榼藤子	眼镜豆
地牯牛	睡虫
香蒲	睢
香蒲	睢蒲
肾经草	睫毛兰
虻虫	瞎眼蒙
鼹鼠	瞎老鼠
虻虫	瞎虻虫
虻虫	瞎蚂蜂
虻虫	瞎蝶
睡菜	瞑菜
蝇子草	瞿麦沙参
瞿麦	瞿麦穗
瓶尔小草	矛盾草
蚱蝉	知了
蝉蜕	知了皮
含羞草	知羞草
大活	短毛白芷
白牛膝	短瓣石竹
平地木	短脚三郎
水石油菜	矮冷水花
九管血	矮凉伞子
泽兰	矮地瓜儿苗
平地木	矮地茶
土箭芪	矮它它
红毛走马胎	矮朵朵
千层塔	矮杉树
千层塔	矮松
土马鬃	矮松树
珍珠菜	矮桃
大田基黄	矮桃草
臭牡丹	矮桐
毛冬青	矮梯
乌豆根	矮槐
乌药	矮樟
乌药	矮樟根
茄子	矮瓜
乌豆根	矮砣砣
滇地黄连	矮秃秃
臭牡丹	矮童子
罗勒	矮糠
大狼毒	矮红
大块瓦	矮细辛
千层塔	矮罗汉
见血清	矮胖儿
波叶紫金牛	矮脚凉伞
翠云草	矮脚凤毛
平地木	矮脚樟
鸡骨香	矮脚猪
白花蛇舌草	矮脚白花蛇利草
平地木	矮脚草
珍珠菜	矮脚荷
地态	矮脚补翁
九管血	矮茎朱砂根
平地木	矮茶子
平地木	矮茶荷
大田基黄	矮荷子
大红袍	矮零子
鹿角草	矮鬼针草
石韦	石
肾蕨	石上丸
石莲	石上仙桃
倒生莲	石上凤尾草
豆瓣绿	石上瓦浆
血叶兰	石上藕
马牙半支	石上马牙苋
石蚕	石下新妇
徐长卿	石下长卿
松萝	石丝线
猪髻草	石中珠
禹余粮	石中黄
禹余粮	石中黄子
虎耳草	石丹药
石蕊	石云茶
石椒草	石交
硫黄	石亭脂
兰香草	石仙草
白毛蛇	石伸筋
石韦	石兰
兖州卷柏	石养草
石风丹	石凤丹
大叶骨牌草	石刀青
马甲子根	石刺木
石韦	石剑
滴水珠	石半夏
琼枝	石华
水细辛	石南七细辛
石南实	石南果
土丁桂	石南花
兖州卷柏	石卷柏
藏丁香	石参
石灰	石垩
球兰	石壁梅
石耳	石壁花
薜荔	石壁藤
铁角凤尾草	石壁连
石见穿	石大川
荞麦七	石天荞
石筋草	石头花
石首鱼	石头鱼
白毛蛇	石奇蛇
纵条肌海葵	石奶
蟑螂	石姜
舒筋草	石子藤
舒筋草	石子藤石松
廊茵	石宗草
石刷把	石寄生
豆瓣七	石寒公
兰香草	石将军
石仙桃	石山莲
骨碎补	石岩姜
白毛蛇	石岩蚕
柔软石韦	石岩金
野茶辣	石岩青
通经草	石崖茶
骨碎补	石巴掌
贝母兰	石巴蕉
骨碎补	石巷菌
胡桐泪	石律
杜仲	石思仙
树扁竹	石扁兰
大叶骨牌草	石扁担
蛇附子	石抱子
黑皮跌打	石拢藤
垂盆草	石指甲
地柏枝	石掌柏
天水蚁草	石曲茹
牛藤	石月
石耳	石木耳
十八症	石条花
地柏枝	石松柏
小青藤	石板藤
棘胸蛙	石板蛙
肺形草	石板青
铁角凤尾草	石林珠
绵枣儿	石枣儿
地柏枝	石柏
网络鸡血藤	石柱藤
青琅玕	石栏干
鳜鱼	石桂鱼
球兰	石梅
了哥王	石棉皮
石棒绣线菊	石棒子
大头陈	石棘
闹羊花	石棠花
石莲	石楞腿
石榴皮	石榴壳
桃金娘	石榴子
石榴根	石榴树根
石榴根	石榴根皮
石仙桃	石橄榄
兰香草	石母草
骨碎补	石毛姜
石柑子	石气柑
冰	石水
石脑油	石油
胡桐泪	石泪
石吊兰	石泽兰
硫黄	石流黄
胆矾	石液
石脑油	石漆
石蕊	石濡
泥胡菜	石灰青
海州骨碎补	石灵芝
石脑油	石烛
佛肚花	石燕三七
石燕	石燕子
紫玉簪	石玉簪
青琅玕	石珠
鱼鳖金星	石瓜米
佩兰	石瓣
锦香草	石用
硫黄	石留黄
雪茶	石白茶
地白草	石白菜
石韦	石皮
蛇地钱	石皮斑
光叶石楠	石眼树
硫黄	石硫黄
绿青	石碌
白毛蛇	石祁蛇
石筋草	石稔草
肾蕨	石窝蛋
岩笋	石竹子
篦梳剑	石箬
血经草	石紫苏
抽筋草	石繁缕
红孩儿	石红莲
薜荔	石绷藤
蛇附子	石老鼠
螺靥草	石耳坠
石韦	石耳朵
夜明砂	石肝
胆矾	石胆
石脑油	石脂水
禹余粮	石脑
骨碎补	石良姜
半蒴苣苔	石芄菜
野芋	石芋
红水芋	石芋头
石蕊	石芥
牛耳草	石花子
苦石莲	石花生
石筋草	石芹草
尖山橙	石芽枫
石韦	石苇
白苣	石苣
川楝子	石茱萸
茵陈蒿	石茵
山蒟	石药
光石韦	石莲姜
雪山林	石莲藤
岩七	石莲青
鸭舌鱼鳖	石菜叶
麦斛	石萸
石柑子	石葫芦
树葱	石葱
白前	石蓝
瓦松	石蓬花
香菇	石蕈
石蕊	石蕊花
石莼	石薄
墙草根	石薯
柳叶剑蕨	石虎
牛耳岩白菜	石虎耳
麦斛	石蚊虫
蟾蜍	石蚌
石莲	石蚌接骨丹
石莲	石蚌腿
白毛蛇	石蚯蚓
海鹞鱼	石蛎
石地钱	石蛤蟆
胡豆草	石蜈蚣草
滴水珠	石蜘蛛
石龙子	石蜴
螳螂	石螂
石蟹	石螃蟹
石蚕	石蠹虫
婆婆纳	石补钉
石莼	石被
石油菜	石西洋菜
女金芦	石角
汉中防己	石解
麦斛	石豆
麦斛	石豆兰
络石藤	石蹉
广东土牛膝	石辣
豆瓣绿	石还魂
石斛	石遂
滴水珠	石里开
地柏枝	石金花
钟乳石	石钟乳
上石田螺	石钱
铁牛钻石	石钻子
石灰	石锻
长春七	石长春
铁角凤尾草	石间生
扁青	石青
朱砂根	石青子
白酒草	石青菜
夜关门	石青蓬
松萝	石须
蜂蜜	石饴
禹余粮	石饴饼
鱼脑石	石首骨
鱼脑石	石首鱼头石
鱼脑石	石首鱼脑中枕
鱼脑石	石首鱼鲵
香薷	石香菜
香薷	石香薷
石蝉草	石马菜
马牙半支	石马齿苋
眼睛草	石骨丹
自然铜	石髓铅
络石藤	石鲮
海石鳖	石鳖
钗子股	石鹿角
匙叶黄杨	石黄杨
肾蕨	石黄皮
一点血	石鼓子
蝼蛄	石鼠
酒饼婆	石龙叶
老龙皮	石龙皮
茅膏菜	石龙芽草
老龙皮	石龙衣
石刷把	石龙须
二色补血草	矶松
白矾	矾石
石灰	矿灰
春砂花	砂仁花
山扁豆	砂子草
脓见愁	砂宁根
地牯牛	砂接子
水柏枝	砂柳
水银	砂汞
小二仙草	砂生草
赤砂糖	砂糖
桄榔子	砂糖椰子
鹅不食草	砂药草
（蒒）实	砂贡子
宽筋藤	砍不死
白檀	砒霜子
磨盘草	研仔盾草
紫贝	研螺
东风橘	破壳刺
阴地蕨	破天云
麻布七	破布七
倒扣草	破布粘
小飞蓬	破布艾
陈壶卢瓢	破瓢
唢呐花	破碗花
海金沙草	破网巾
破骨风	破藤风
虾子花	破血药
天胡荽	破钱草
积雪草	破铜钱草
兔儿伞	破阳伞
罗裙带	破龙刀
蝼蛄	硕鼠
消石	硝石
石脑油	硫黄油
硫黄	硫黄粉
硫黄	硫黄花
九子连环草	硬九头狮子草
光吐山黄麻	硬壳朗
网络鸡血藤	硬壳藤
硬水黄连	硬杆水黄连
剑叶耳草	硬杆野甘草
土常山	硬毛绣球
合掌消	硬皮草
长石	硬石膏
海金沙草	硬筋藤
粳米	硬米
粟米	硬粟
藏紫草	硬紫草
山紫菀	硬紫菀
朱砂根	硬脚金鸡
刺蒺藜	硬蒺藜
狼萁草	硬蕨萁
土茯苓	硬饭
菝葜	硬饭头
白马骨	硬骨柴
铺地黍	硬骨草
斑鸠木	硬骨过山龙
栀子花	硼下花
胆矾	碁石
剪夏罗	碎剪罗
猪鬃刚	碎叶猪鬃草
孔雀尾	碎叶金花
天水蚁草	碎叶青花
米仔兰	碎米兰
缤木	碎米子
麻叶绣球	碎米桠
天水蚁草	碎米花
红花菜	碎米荠
大红袍	碎米颗
马扫帚	碎蓝木
天水蚁草	碎蚁草
脆蛇	碎蛇
骨碎补	碎补
横经席	碎骨莲
牡蒿	碗头青
山猫儿	碟碟草
枳椇子	碧久子
灯心草	碧玉草
鸭跖草	碧竹子
鸭跖草	碧蝉儿花
鸭跖草	碧蝉花
扁青	碧青
鲟鱼	碧鱼
石碱	碱
紫砂	碱磁砂
碱蓬	碱蒿子
磁石	磁君
姜石	磋砺石
麻蕡	磨
苘麻	磨仔盾
磨盘草	磨仔草
毛大丁草	磨地香
磨盘草	磨挡草
磨盘草	磨片果
磨盘草	磨盆草
算盘子	磨盘树子
磨盘草	磨盘花
磨盘根	磨盘草根
笔筒草	磨石草
扇蕨	磨石药
磨盘草	磨砻草
磨盘草	磨笼子
蜘蛛香	磨脚花
海金沙草	磨菇藤
磨盘草	磨谷子
磨盘草	磨龙子
萤火	磷
萤火	磷然
礜石	礜
半夏	示姑
黄鼠肉	礼鼠
蜘蛛	社公
小飞蓬	祁州一枝蒿
土木香	祁木香
漏芦	祁漏芦
祖师麻	祖司麻
仙人掌	神仙掌
天青地白	神仙眼镜草
铁树果	神仙米
鹊	神女
龟甲	神屋
大头陈	神曲草
灵砂	神砂
瓜子金	神砂草
水银	神胶
天麻	神草
翠云草	神锦花
石斛	禁生
佛手柑	福寿柑
冰凉花	福寿草
马蹄蕨	福建莲座蕨
红曲	福曲
禹余粮	禹哀
泽泻	禹孙
漏芦	禹漏芦
白附子	禹白附
禹余粮	禹粮土
禹余粮	禹粮石
通草	离南
白狼毒	离娄
荔枝	离支
荔枝	离枝
天麻	离母
糠谷老	禾指梗霉
稻草	禾秆
蛇葡萄	禾稼子藤
蘡薁藤	禾花子藤
鼠李	禾镰子
佛甲草	禾雀舌
田基黄	禾霞气
大钱麻	禾麻
黄鼠肉	禾鼠
沙旋覆花	秃女子草
无名异	秃子
野西瓜苗	秃汉头
大青盐	秃登盐
草本威灵仙	秆杆升麻
草菇	秆菇
米仔兰	秋兰
